0	1
1	1
24	1
31	1
45	1
2	2
3	2
18	2
20	2
36	2
37	2
47	2
60	2
96	2
160	2
161	2
177	2
4	3
5	3
6	4
7	4
25	4
149	4
151	4
173	4
8	5
9	5
99	5
10	6
11	6
12	7
13	7
30	7
46	7
117	7
16	8
17	8
64	8
98	8
111	8
122	8
14	9
15	9
19	9
26	9
27	9
131	9
132	9
133	9
134	9
172	9
176	9
22	10
23	10
28	11
29	11
42	11
83	11
100	11
125	11
32	12
33	12
34	13
35	13
38	14
39	14
40	15
41	15
43	16
44	16
49	17
50	17
62	17
63	17
69	17
87	17
88	17
108	17
109	17
116	17
119	17
162	17
163	17
164	17
165	17
175	17
51	18
52	18
54	19
55	19
56	20
57	20
58	21
59	21
65	22
66	22
67	23
68	23
70	24
71	24
72	25
73	25
74	26
75	26
89	26
118	26
76	27
77	27
78	28
79	28
81	29
82	29
154	29
85	30
86	30
90	31
91	31
92	32
93	32
94	33
95	33
102	34
103	34
104	35
105	35
106	36
107	36
112	37
113	37
114	38
115	38
120	39
121	39
123	40
124	40
126	41
127	41
128	42
159	42
178	42
129	43
155	43
130	44
170	44
135	45
136	45
21	46
48	46
53	46
61	46
80	46
84	46
97	46
101	46
110	46
137	46
138	46
143	46
146	46
166	46
139	47
140	47
141	48
142	48
144	49
171	49
145	50
174	50
147	51
148	51
150	52
153	52
152	53
179	53
156	54
157	54
158	55
167	55
168	55
169	55
